clave_articulo,descripcion,inventarios,tipo_documentos,linea,serie,unidad,unidad_empaque,cantidad_almacen,rack,control_almacen,concepto,tipo_documento,documento,clave_cliente_proveedor,clave_vendedor,cantidad,precio,costo,tiempo_surtido,stock_min,stock_max,tipo_costeo,fecha_ultima_compra,pendiente_recibir,fecha_ultima_venta,pendientes_surtir,existencias,costo_promedio,ultimo_costo,tipo_elemento,unidad_salida,factor_entre_unidades,apartados,lote,pedimento,peso,volumen,clave_esuqema,cantidad_ventas_anuales,monto_ventas_anuales,cantidad_compras_anuales,monto_compras_anuales,cuenta_contable,estatus,manejo_ieps,tax_num,cuota_ieps,forma_ieps,clave_sat,clave_unidad,catalogo,id_catalogo,titulo_ml,color,medidas,volts,a,w,marca
FILAIRE-U,FILTRO AIRE CAMION,1,M,REF,N,PZ,,1,5B,1-5B,,,,RDO820318,,,,,3,0,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
FISE,SEPARADOR AGUA-ACEI 1/4 120PSI,1,M,ACO,N,PZ,,1,19B,1-19B,,,,NMQ050902,,,,,7,0,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
FLE11HLX,FOCO 120V 11W MINI ESPIRAL T2,1,M,ACO,N,PZ,,1,10C,1-10C,,,,SVE000216,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,120,,11,GENERAL ELECTRIC
FLECHA-AUTO,FLECHA AUTOMOTRIZ ,1,M,REF,N,PZ,,1,5E,1-5E,,,,GTR150812,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
FM-425,FUMIGADOR TIPO MOCHILA 15LT,1,M,ACO,N,PZ,,8,1A,8-1A,,,,NMQ050902,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TRUPER
FOC-0067,FOCO 67 MINI 1 POLO PATAS DISP,1,M,REF,N,PZ,,1,4B,1-4B,,,,SVE000216,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,HELLA
FOC-12V18W-PP,FOCO 12V 18W 1 POLO PAREJA,1,M,REF,N,PZ,,1,4B,1-4B,,,,SVE000216,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,12,,18,HELLA
FOC-12V18W1PD,FOCO 12V 10W 1 POLO PATA DISP,1,M,REF,N,PZ,,1,4B,1-4B,,,,SVE000216,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,MINI,12,,10,HELLA
FOC-12V21W,FOCO 12V 21/5W BLANCO,1,M,REF,N,PZ,,1,4B,1-4B,,,,GTR150812,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,HELLA
FOC-12V21WPP,FOCO 12V 21W 1 POLO PAREJA,1,M,REF,N,PZ,,1,4B,1-4B,,,,SVE000216,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,12,,21,HELLA
FOC-12V5WPD2F,FOCO 12V 5W 2 POLO PATA DISPA,1,M,REF,N,PZ,,1,4B,1-4B,,,,SVE000216,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,12,,5,GENERICA
FOC-12VPP,FOCO 12V CH 1 POLO PATAS PAREJ,1,M,REF,N,PZ,,1,10C,1-10C,,,,SVE000216,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,12,,,GENERICA
FOC-24V21WPDM,FOCO 24V 21W M 1 POLO PAREJA,1,M,REF,N,PZ,,1,4B,1-4B,,,,SVE000216,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,24,,21,LOGO ASER
FOC-24V21WPP,FOCO 24V 21W 1 POLO PATAS PARE,1,M,REF,N,PZ,,1,4B,1-4B,,,,SVE000216,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,24,,21,PHILIPS
FOC-36V10W2PD2F,FOCO 36V 10W 2 POLO PATA DISP,1,M,REF,N,PZ,,1,4B,1-4B,,,,SVE000216,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,36,,10,GENERICA
FOC-36V25W2PD,FOCO 36V 25W 2 POLO PATA DISP,1,M,REF,N,PZ,,1,4B,1-4B,,,,SVE000216,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,36,,25,GENERICA
FOC-36V25WPP,FOCO 36V 25W 1 POLO PATA PARE,1,M,REF,N,PZ,,1,4B,1-4B,,,,SVE000216,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,36,,25,PHILIPS
FOC-48V25W2PD,FOCO 48V 25W 2 POLO PATA DISP,1,M,REF,N,PZ,,1,4B,1-4B,,,,SVE000216,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,48,,25,GENERICA
FOC-H4,FOCO 12V 60/55W H4 STANDARD,1,M,REF,N,PZ,,1,5B,1-5B,,,,GTR150812,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,HELLA
FOC-L194,FOCO LED 194 2 PZ CALIDA,1,M,ACO,N,PZ,,1,4B,1-4B,,,,GTR150812,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,PILOT
FOC-N,FOCO ANARANJADO,1,M,REF,N,PZ,,1,4B,1-4B,,,,GTR150812,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,NARANJA,,,,,PHILIPS
FOC-PIL-120Y,FOCO 120V PILOTO AMBAR,1,M,REF,N,PZ,,1,9C,1-9C,,,,SUN100212,,,,,3,2,30,,2021/6/3,,,,,32.48,32.48,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,AMBAR,,,,,GENERICA
FOC-PIL-120R,FOCO 120V PILOTO ROJO,1,M,REF,N,PZ,,1,9C,1-9C,,,,SUN100212,,,,,3,2,30,,2021/6/3,,,,,32.48,32.48,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,ROJA,,,,,GENERICA
FOC-PIL-120G,FOCO 120V PILOTO VERDE,1,M,REF,N,PZ,,1,9C,1-9C,,,,SUN100212,,,,,3,2,30,,2021/6/3,,,,,32.48,32.48,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,VERDE,,,,,GENERICA
FOCO-VH329,FOCO 12V 55W H3 HALO,1,M,REF,N,PZ,,1,4B,1-4B,,,,SVE000216,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,HELLA
FORMAICA,FORMAICA MADERA 120CM ANCHO,1,M,ACO,N,RO,,1,1112,1-1112,,,,MDM910322,,,,,7,0,2,,,,,,,,,P,RO,1,,N,N,,,1,,,,,,A,,,,,,,,,,MADERA,120,,,,GENERICA
FRC101,MASCARILLA FILTRO RC101,1,M,ESS,N,PZ,,1,3C,1-3C,,,,LGS850318,,,,,7,1,20,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
FRESA-VAR,BROCAS TIPO FRESA VARIAS,1,M,CON,N,PZ,,1,2B,1-2B,,,,GTR150812,,,,,3,0,20,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
FS2-SA,CAJA REGISTRO UN INTERRUPTOR,1,M,ACO,N,PZ,,1,10E,1-10E,,,,NMQ050902,,,,,7,0,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,CROUSE HINDS
FT-1/2P,FORMON 1/2,1,M,HTA,N,PZ,,1,18D,1-18D,,,,NMQ050902,,,,,7,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,PRETUL
FT-1/2T,FORMON 1/2,1,M,HTA,N,PZ,,1,18D,1-18D,,,,NMQ050902,,,,,7,2,30,,2021/7/2,,,,,67.8,67.8,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TRUPER
FT-1/4T,FORMON 1/4,1,M,HTA,N,PZ,,1,18D,1-18D,,,,NMQ050902,,,,,7,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TRUPER
FT-5/8,FORMON 5/8,1,M,HTA,N,PZ,,1,18D,1-18D,,,,NMQ050902,,,,,7,2,30,,2021/7/2,,,,,79,79,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TRUPER
FUENTE-CTR10X3,FUENTE CONTROLADORA 10X3 HUESO,1,M,ACO,N,PZ,,1,11D,1-11D,,,,GTR150812,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,HUESO,,,,,GENERICA
FUS-LISTON,FUSIBLE TIPO LISTON DE 60A,1,M,REF,N,PZ,,1,2B,1-2B,,,,SVE000216,,,,,7,1,10,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,COMMA
FUSVID-25A,FUSIBLE CRIS 25A CILIN 1 PULG,1,M,REF,N,PZ,,4,1A,4-1A,,,,SVE000216,,,,,7,1,20,,,,,,,3,3,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,25,,GENERICA
FUSVID-4A,FUSIBLE CRIS 4A CILIN 1/4 PULG,1,M,REF,N,PZ,,4,1A,4-1A,,,,SVE000216,,,,,7,1,20,,,,,,,5,5,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,4,,GENERICA
FUT-7,FUMIGADOR PORTATIL 7 LT ,1,M,ACO,N,PZ,,1,11E,1-11E,,,,NMQ050902,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TRUPER
G4A4030,GABINETE METAL NEMA4 G4A4030,1,M,HTA,N,PZ,,1,13C,1-13C,,,,GTR150812,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,16X12X8,,,,ANCLO
G720-B3-D,MINIESMERIL G720-B3 DAÑADO,1,M,HTA,S,PZ,,1,12D,1-12D,,,,GTR150812,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
G720-B3-Q,MINIESMERIL G720-B3 QUEMADO,1,M,HTA,S,PZ,,1,12D,1-12D,,,,GTR150812,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
GAN400,POLEA CARGA 400KG CON GANCHO,1,M,ACO,N,PZ,,1,17E,1-17E,,,,GTR150812,,,,,7,0,4,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
GAT2-649541,GATO HIDRAULICO 2T ,1,M,HTA,N,PZ,,1,11B,1-11B,,,,GTR150812,,,,,7,0,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
GATO3TON,GATO HIDRAULICO 3 TON ROJO,1,M,HTA,N,PZ,,1,5D,1-5D,,,,GTR150812,,,,,7,0,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,ROJO,,,,,GENERICA
GCU-5B,GRAPA CABLE REDONDO DE 5MM,1,M,CON,N,PZ,,1,17B,1-17B,,,,NMQ050902,,,,,3,20,200,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,BLANCA,,,,,VOLTECK
GCU-6B,GRAPA CABLE REDONDO DE 6MM,1,M,CON,N,PZ,,1,17B,1-17B,,,,NMQ050902,,,,,3,20,200,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,BLANCA,,,,,VOLTECK
GFP181U-1210/JH,ELIMINADOR 12W 12V/1A,1,M,INF,N,PZ,,4,1A,4-1A,,,,MAMJ56051,,,,,5,0,20,,,,,,,86,86,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
GG-5,FILTRO GASOLINA GC-5,1,M,REF,N,PZ,,1,5B,1-5B,,,,DUAG60100,,,,,3,0,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GONHER
GH8245,MODEM HUAWEI HG8245,1,M,INF,S,PZ,,1,12B,1-12B,,,,GTR150812,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,NEGRO,,,,,GENERICA
GHG180,PISTOLA DE CALOR 1800W/1600W ,1,M,HTA,S,PZ,,1,14C,1-14C,,,,GTR150812,,,,,7,0,4,,2020/11/9,,,,,905,905,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,120,,,GENERICA
GHG2063,PISTOLA DE CALOR 2000W/1600W,1,M,HTA,S,PZ,,1,14C,1-14C,,,,GTR150812,,,,,7,0,4,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,120,,,GENERICA
GIS -CTRBCT,GIS PARA TIRALINEAS AZUL 113G,1,M,CON,N,PZ,,1,19E,1-19E,,,,NMQ050902,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TRUPER
GLANDULA-3/4G,GLANDULA 27.5 O 3/4,1,M,REF,N,PZ,,1,10D,1-10D,,,,GURA95102,,,,,7,2,50,,2021/6/3,,,,,30,30,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,GRIS,3/4,,,,GENERICA
GP6811-FG25K,FILTRO ACEITE TL14610 GONHER,1,M,REF,N,PZ,,1,5B,1-5B,,,,RDO820318,,,,,3,0,5,,2021/4/8,,,,,80,80,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GONHER
GRAP-PUAS,GRAPA PARA ALAMBRE DE PUAS,1,M,CON,N,PZ,,1,17C,1-17C,,,,MDM910322,,,,,3,0,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
GRASA-G,GRASA PARA CHASIS USO GENERAL,1,M,CON,N,KG,,1,5D,1-5D,,,,SVE000216,,,,,3,0.5,30,,,,,,,,,P,KG,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GHONER
GRAVA,COSTAL DE GRAVA,1,M,ACO,N,PZ,,1,23PS,1-23PS,,,,PAAA70050,,,,,1,0,2,,2021/4/9,,,,,28.2,28.2,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
GREDA,GREDA O GIS O JABONCILLO,1,M,CON,N,PZ,,1,16D,1-16D,,,,INF891031,,,,,3,1,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
GU-225,GUANTE CARNAZA PRE,1,M,ESS,N,PR,,1,15D,1-15D,,,,NMQ050902,,,,,7,0,10,,,,,,,,,P,PR,1,,N,N,,,1,,,,,,A,,,,,,,,,,CARNAZA,,,,,PRETUL
GU-CAR,GUANTE CARNAZA GEN,1,M,ESS,N,PR,,1,15D,1-15D,,,,GTR150812,,,,,15,0,50,,,,,,,,,P,PR,1,,N,N,,,1,,,,,,A,,,,,,,,,,CARNAZA,,,,,GENERICA
GU-CAR-AZUL,GUANTE DE CARNAZA C/REFUERZO,1,M,ESS,N,PR,,1,15D,1-15D,,,,INF891031,,,,,15,5,50,,,,,,,,,P,PR,1,,N,N,,,1,,,,,,A,,,,,,,,,,CARNAZA/AZUL,,,,,INFRA
GU-HERR,GUANTE AZULES PARA SOLDADOR,1,M,ESS,N,PR,,1,15B,1-15B,,,,INF891031,,,,,15,1,5,,,,,,,,,P,PR,1,,N,N,,,1,,,,,,A,,,,,,,,,,AZUL,,,,,INFRA
GU-PVC-9L,GUANTE PVC #9 450MM TIPO-C,1,M,ESS,N,PR,,1,15C,1-15C,,,,LGS850318,,,,,7,1,30,,,,,,,,,P,PR,1,,N,N,,,1,,,,,,A,,,,,,,,,,VERDE,,,,,ADEX
GU-PVC-9S,GUANTE PVC #9 280MM TIPO-C,1,M,ESS,N,PR,,1,15C,1-15C,,,,LGS850318,,,,,7,1,30,,,,,,,,,P,PR,1,,N,N,,,1,,,,,,A,,,,,,,,,,VERDE,,,,,ADEX
GU10,FOCO 120V 50W T 2 PATAS MOSTRA,1,M,ACO,N,PZ,,1,10C,1-10C,,,,GTR150812,,,,,3,2,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,120,,50,PHILIPS
GUAN-CARN-99-818,GUANTE CARNAZA 99-818 SOLDADOR,1,M,ESS,N,PR,,1,15D,1-15D,,,,INF891031,,,,,15,0,5,,,,,,,602.4,602.4,P,PR,1,,N,N,,,1,,,,,,A,,,,,,,,,,CARNAZA,,,,,DERMACARE
GUAN-CARN-SH,GUANTE CARNAZA CORTO ,1,M,ESS,N,PR,,2,1PA,2-1PA,,,,GTR150812,,,,,15,5,50,,2021/7/9,,,,,33.52,33.52,P,PR,1,,N,N,,,1,,,,,,A,,,,,,,,,,CARNAZA,,,,,GENERICA
GUAN21-8K,ESLINGA Y MATRACA 4.5T,1,M,HTA,N,PZ,,1,15E,1-15E,,,,KINEDYNE,,,,,7,1,20,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,2X27 ,,,,KINEDYNE
GUAN21-8P,GUANTE NYLON NITRILO #8,1,M,ESS,N,PR,,1,15D,1-15D,,,,LGS850318,,,,,7,0,60,,,,,,,,,P,PR,1,,N,N,,,1,,,,,,A,,,,,,,,,,NEGRO,,,,,PUG
GUAN21-9P,GUANTE NYLON NITRILO #9,1,M,ESS,N,PR,,1,15D,1-15D,,,,LGS850318,,,,,7,0,60,,,,,,,,,P,PR,1,,N,N,,,1,,,,,,A,,,,,,,,,,NEGRO,,,,,PUG
GULA6624R,LUZ AUTO 12V 24 LEDS ROJO,1,M,REF,N,PZ,,1,5B,1-5B,,,,SVE000216,,,,,7,0,6,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,ROJO,,,,,MULTITOP
GULA6624W,LUZ AUTO 12V 24 LEDS BLANCO,1,M,REF,N,PZ,,1,5B,1-5B,,,,SVE000216,,,,,7,0,6,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,BLANCO,,,,,MULTITOP
GV2ME06,CONTACTOR 600V 100KA GV2ME06,1,M,REF,N,PZ,,1,10C,1-10C,,,,EER840703,,,,,7,0,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,400/600,100000,,SCHNEIDER
H-D450-B3,TALADRO B&D HD450-B3 NARANJA,1,M,HTA,S,PZ,,1,12D,1-12D,,,,GTR150812,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,NARANJA,,,,,GENERICA
HD-10,MODULO BLUETOOTH PARA ARDUINO,1,M,REF,N,PZ,,4,1A,4-1A,,,,MAMJ56051,,,,,7,0,3,,,,,,,130,130,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
HER-725NE,ESTACION PRO SOLDAR HER-725NE,1,M,HTA,N,PZ,,4,1A,4-1A,,,,EST850628,,,,,7,0,2,,2021/7/12,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,STEREN
HIDROMETRO,HIDROMETO,1,M,HTA,N,PZ,,1,1B,1-1B,,,,DUAG60100,,,,,7,1,20,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
HL270-029601,HIDROLAVADORA 1650 PSI,1,M,HTA,S,PZ,,1,11C,1-11C,,,,GTR150812,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,VERDE,,,,,KOBLENZ
HY1367600,RETEN HY1367600 TOTAL SOURCE,1,M,REF,N,PZ,,1,4C,1-4C,,,,DUAG60100,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
HY1371746,ORING HY1371746,1,M,REF,N,PZ,,1,2D,1-2D,,,,DUAG60100,,,,,7,0,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
IBEX-ACCES,CAJA DE IBEX CON ACCESORIOS ,1,M,INF,N,PZ,,1,12B,1-12B,,,,PRIMEPWRI,,,,,90,0,1,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,IBEX
ILV,LAMPARA LED FLAT CUADRADO,1,M,HTA,N,PZ,,1,10B,1-10B,,,,GTR150812,,,,,7,1,10,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,ILV
IM2006,CINTA ANTIDERRAPANTE 2X15,1,M,CON,N,M,,1,18B,1-18B,,,,MACC730302,,,,,7,0,30,,,,,,,145,145,P,M,1,,N,N,,,1,,,,,,A,,,,,,,,,,NEGRO/AMARILLO,2X15,,,,GOGO
IMPERME-ROJO,IMPERMEABILIZANTE ROJO,1,M,CON,N,LT,,7,1B,7-1B,,,,LEAG82021,,,,,4,0,19,,,,,,,,,P,LT,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,COMEX
IMPRK-VFF30,REPUESTO FILTRO GAS VFF30,1,M,REF,N,PZ,,1,4D,1-4D,,,,DUAG60100,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
INSW-1592,SWITCH SW-1592 PARA HYSTER,1,M,REF,N,PZ,,1,4C,1-4C,,,,DUAG60100,,,,,7,0,2,,2021/4/23,,,,,110,110,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
IPS-3PULG-6M,VIGA IPS 3 A 6.10M,1,M,ACO,N,PZ,,3,1A,3-1A,,,,AGA091112,,,,,3,0,5,,,,,,,1190,1190,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
IPS-4PULG-6M,VIGA IPS 4 A 6.10M ,1,M,ACO,N,PZ,,3,1A,3-1A,,,,AGA091112,,,,,3,0,5,,,,,,,1643,1643,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
IR2110,DRIVER PARA MOSFET O IGBT 500V,1,M,REF,N,PZ,,4,1A,4-1A,,,,MAMJ56051,,,,,7,0,5,,,,,,,72,72,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
IR2110S,CI SUPERFICIAL IR2110S,1,M,REF,N,PZ,,4,1A,4-1A,,,,MAMJ56051,,,,,7,1,20,,,,,,,65,65,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
IGBT500,DRIVER PARA MOSFET O IGBT 500V,1,M,REF,N,PZ,,4,1A,4-1A,,,,MAMJ56051,,,,,7,0,5,,,,,,,96.8,96.8,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
IT-115,BRAKER TERMO UN POLO 15A 46702,1,M,ACO,N,PZ,,1,10C,1-10C,,,,MDM910322,,,,,3,1,10,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,120/240,15,,GENERICA
IT-130,BRAKER TERMO UN POLO 30A 46702,1,M,ACO,N,PZ,,1,10C,1-10C,,,,MDM910322,,,,,3,1,10,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,120/240,30,,VOLTECK
ITEM-40432,DREMEL DESCOMPUESTO,1,M,HTA,S,PZ,,1,12D,1-12D,,,,RDI070529,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,DREMEL
J-DEJ-6,DESARMADOR PRESIC 6 PZ J-DEJ-6,1,M,HTA,N,JG,,1,13CV,1-13CV,,,,TTC920120,,,,,7,1,5,,,,,,,,,P,JG,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,URREA
J853-1,BRAKER TERMO 600V 25-22-18,1,M,ACO,N,PZ,,1,10E,1-10E,,,,EER840703,,,,,3,1,10,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,140/480/600,25/22/18,,GENERAL ELECTRIC
JDM-58,KIT MATRACA 42 PUNTAS 14 DADOS,1,M,HTA,N,JG,,1,13CV,1-13CV,,,,TTC920120,,,,,7,0,2,,2021/7/2,,,,,245,245,P,JG,1,,N,N,,,1,,,,,,A,,,,,,,,,,ROJO/NEGRO,,,,,URREA
JJN300,FUSIBLE PARA CARGADOR JJN300,1,M,REF,N,PZ,,1,3C,1-3C,,,,EFE070410,,,,,7,1,10,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,BUSSMANN
JOSTICK-2608,JOSTICK NACCO 2608 ROTO,1,M,REF,S,PZ,,1,6D,1-6D,,,,GTR150812,,,,,15,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,NACCO
JPS2171,SWITCH 3V 1.25A 0.3A,1,M,ACO,N,PZ,,4,1A,4-1A,,,,MAMJ56051,,,,,7,2,20,,,,,,,10,10,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,0.3/1.25,,GENERICA
JS-2111,JUNTA MOTOR GASOLINA MAZDA 4C,1,M,REF,N,JG,,1,9D,1-9D,,,,DUAG60100,,,,,7,0,2,,,,,,,,,P,JG,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TOTAL SOURCE
JUMPERS-VARIOS,JUMPERS CORTOS ARCOIRIS,1,M,HTA,N,PZ,,4,1A,4-1A,,,,MAMJ56051,,,,,7,0,5,,,,,,,20,20,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
JUNTAS-FG25K,JUNTA MOTOR MITSUBISHI FG25K,1,M,REF,N,JG,,1,5A,1-5A,,,,DUAG60100,,,,,7,0,2,,2021/4/12,,,,,1450,1450,P,JG,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TOTAL SOURCE
JYR-820-L,FAJA JYRSA 3ER CINTO L,1,M,ESS,N,PZ,,6,PA,6-PA,,,,MACC730302,,,,,7,1,10,,,,,,,130,130,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,JYRSA
JYR-820-M,FAJA JYRSA 3ER CINTO M,1,M,ESS,N,PZ,,6,PA,6-PA,,,,MACC730302,,,,,7,1,10,,,,,,,130,130,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,JYRSA
JYR-820-S,FAJA JYRSA 3ER CINTO S,1,M,ESS,N,PZ,,6,PA,6-PA,,,,MACC730302,,,,,7,1,10,,,,,,,130,130,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,JYRSA
